,0,0.1,0.1.1,0.1.1.1,0
13M3HTDAHL,0.9954686,0.9978002,0.99833494,0.99615747,0.99618226
13M3OTDAO,0.99943215,0.9986197,0.99892837,0.9987446,0.9992161
13MTDAM,0.998066,0.99270093,0.9954501,0.9965945,0.9956002
13MTTDAO,0.99943215,0.9986197,0.99892837,0.9987446,0.9992161
13PPDH,0.9993942,0.9978284,0.9993667,0.99645585,0.998816
13PPDH2,0.99943215,0.9986197,0.99892837,0.9987446,0.9992161
13PPDH2_1,0.99962926,0.99898857,0.99928015,0.9991885,0.9994511
13PPDtex,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
13PPDtpp,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
13_CIS_RETNte,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
14DENLIPIDAt1ex,0.89622223,0.89243436,0.91320163,0.94837475,0.9290998
14DENLIPIDAt2ex,0.89622223,0.89243436,0.91320163,0.94837475,0.9290998
14M3HDEC,0.9954686,0.9978002,0.99833494,0.99615747,0.99618226
14M3HPAHL,0.9954686,0.9978002,0.99833494,0.99615747,0.99618226
14M3OHO,0.99943215,0.9986197,0.99892837,0.9987446,0.9992161
14M3OP,0.99943215,0.9986197,0.99892837,0.9987446,0.9992161
14MDZtev,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
14MHDAAD,0.998066,0.99270093,0.9954501,0.9965945,0.9956002
14MTACPM,0.998066,0.99270093,0.9954501,0.9965945,0.9956002
14MTHEAO,0.99943215,0.9986197,0.99892837,0.9987446,0.9992161
14MTP2EA,0.99943215,0.9986197,0.99892837,0.9987446,0.9992161
1513TACRtep,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
1513TACRtu,0.9989722,0.99965703,0.99969625,0.99945325,0.9996654
1531TACRteb,0.9989722,0.99965703,0.99969625,0.99945325,0.9996654
1531TACRtev,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
15DAPabcpp,0.9989722,0.99965703,0.99969625,0.99945325,0.9996654
15DMTtep,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
15DMTtu,0.9989722,0.99965703,0.99969625,0.99945325,0.9996654
15HPETATP,0.9989722,0.99965703,0.99969625,0.99945325,0.9996654
15HPETUPKt,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
15KPROSTGF2c,0.9993942,0.9978284,0.9993667,0.99645585,0.998816
15KPROSTGF2t,0.000105114756,0.00017443951,9.989087e-05,8.095814e-05,3.8600137e-05
15M3HEXDA,0.9954686,0.9978002,0.99833494,0.99615747,0.99618226
15M3OHAO,0.99943215,0.9986197,0.99892837,0.9987446,0.9992161
15MHDAAD,0.998066,0.99270093,0.9954501,0.9965945,0.9956002
15MTHACP,0.99943215,0.9986197,0.99892837,0.9987446,0.9992161
16GS,0.99235487,0.98620343,0.9217958,0.7651322,0.91503596
16M3HDEC,0.9954686,0.9978002,0.99833494,0.99615747,0.99618226
16M3HPAHL,0.9954686,0.9978002,0.99833494,0.99615747,0.99618226
16M3OHO,0.99943215,0.9986197,0.99892837,0.9987446,0.9992161
16M3OP,0.99943215,0.9986197,0.99892837,0.9987446,0.9992161
16MTHEAO,0.99943215,0.9986197,0.99892837,0.9987446,0.9992161
16MTP2EA,0.99943215,0.9986197,0.99892837,0.9987446,0.9992161
17AHPRGNLONEte,0.9989722,0.99965703,0.99969625,0.99945325,0.9996654
17AHPRGSTRNte,0.9989722,0.99965703,0.99969625,0.99945325,0.9996654
17M3HDEC,0.9954686,0.9978002,0.99833494,0.99615747,0.99618226
17M3OHO,0.99943215,0.9986197,0.99892837,0.9987446,0.9992161
17MTHEAO,0.99943215,0.9986197,0.99892837,0.9987446,0.9992161
18HARACHDte,0.9989722,0.99965703,0.99969625,0.99945325,0.9996654
1A25DHVITD3te,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
1A25HVITD2t,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
1AGPEAT1801819Z,0.00027120402,0.00052849046,0.00030381136,0.00025084574,0.00035683776
1AGPEAT1801829Z12Z,0.00027120402,0.00052849075,0.00030381136,0.00025084574,0.00035683776
1AGPEAT1801835Z9Z12Z,0.00027120402,0.00052849046,0.00030381136,0.00025084574,0.00035683776
1AGPEAT1801845Z9Z12Z15Z,0.00027120402,0.00052849075,0.00030381136,0.0002508455,0.0003568381
1AGPEAT18111Z1819Z,0.00027120402,0.00052849075,0.00030381136,0.00025084574,0.00035683776
1AGPEAT18111Z1829Z12Z,0.00027120402,0.00052849046,0.00030381136,0.00025084574,0.00035683776
1AGPEAT18111Z1835Z9Z12Z,0.00027120402,0.00052849046,0.00030381136,0.00025084574,0.00035683776
1AGPEAT18111Z1845Z9Z12Z15Z,0.00027120402,0.00052849075,0.00030381136,0.00025084574,0.0003568381
1AGPEAT1819Z1819Z,0.00027120402,0.00052849075,0.00030381136,0.00025084574,0.00035683776
1AGPEAT1819Z1829Z12Z,0.00027120402,0.00052849046,0.00030381136,0.00025084574,0.00035683776
1AGPEAT1819Z1835Z9Z12Z,0.00027120402,0.00052849046,0.00030381136,0.00025084574,0.00035683776
1AGPEAT1819Z1845Z9Z12Z15Z,0.00027120402,0.00052849046,0.00030381136,0.0002508455,0.0003568381
1AGPEAT1829Z12Z1835Z9Z12Z,0.00027120402,0.00052849075,0.00030381136,0.00025084574,0.00035683776
1HIBUPGLUC_Sthv,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
1HIBUP_Sthv,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
1HMDZGLUChc,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
1MNCAMt,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
1MNCAMti,0.9989722,0.99965703,0.99969625,0.99945325,0.9996654
1OHMDZtep,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
1P2CBXLCYCL,0.9984682,0.9981805,0.99803585,0.9984699,0.9982443
1P2CBXLR,0.9996252,0.99898416,0.999263,0.9992235,0.9994709
1PPDCRc,0.99943215,0.9986197,0.99892837,0.9987446,0.9992161
1PPDCRp_1,0.9993942,0.9978284,0.9993667,0.99645585,0.998816
1PQQS,0.7450768,0.057246782,0.22131404,0.0015967777,0.12039214
1PY4h3cAH,0.9984634,0.9982338,0.9980813,0.99889827,0.9980946
21HPRGNLONE,0.99951375,0.9994191,0.99919134,0.9989875,0.9992256
21HPRGNLONEt1,0.9989722,0.99965703,0.99969625,0.99945325,0.9996654
21HPRGNLONEt2,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
23CAMPtex,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
23CAPPD,0.9984682,0.9981805,0.99803585,0.9984699,0.9982443
23CCMPtex,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
23CGMPtex,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
23CN2P1,0.9988695,0.9984394,0.99844956,0.9987955,0.9986015
23CN2P2,0.9987478,0.9984018,0.99837,0.99875,0.99859434
23CN2P3,0.9989126,0.99849784,0.99841905,0.9988741,0.9985172
23CN2P4,0.9991291,0.9985348,0.998425,0.9988418,0.99854565
23CTI1,0.0029783156,0.0007137845,0.0024322628,0.00177185,0.00037809846
23CTI2,0.0006306115,0.0018292946,0.013620284,0.001433885,0.0020530235
23CTI3,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
23CUMPtex,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
23DAPPAt2pp,0.99837947,0.99892277,0.9977591,0.9983974,0.99857605
23DAPPAtex,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
23DK5MPPISO,0.0007866751,0.0030227853,0.001104807,0.0048750797,0.000518889
23DOGULNt4pp,0.022247199,0.00370951,0.004175628,0.0020859723,0.08917293
23PDE2pp,0.9989613,0.9982944,0.99937576,0.99830097,0.9990396
23PDE4pp,0.9989613,0.9982944,0.99937576,0.99830097,0.9990396
23PDE7pp,0.9989613,0.9982944,0.99937576,0.99830097,0.9990396
23PDE9pp,0.9989613,0.9982944,0.99937576,0.99830097,0.9990396
23dhbt4pp,0.99894816,0.9992015,0.99821764,0.9987949,0.998963
23dhbtex,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
24DECOAR,0.9994808,0.99874425,0.99903667,0.9988696,0.99932575
24NPHte,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
24_25DHVITD2t,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
24_25DHVITD3t,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
25DKGLCNt2rpp,0.99837947,0.99892277,0.9977591,0.9983974,0.99857605
25DKGLCNtex,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
25HVITD2t,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
25HVITD2tin,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
25HVITD3c,0.99951375,0.9994191,0.99919134,0.9989875,0.9992256
25HVITD3t,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
25HVITD3tin,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
26DAHtex,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
26DPAi,0.9996282,0.99866784,0.99954957,0.9979779,0.9992016
2A4H6ET,0.9982504,0.998684,0.9989728,0.9982015,0.99799925
2AACLPGT160,0.75526714,0.79299957,0.4433172,0.85337585,0.82949626
2AACLPGT161,0.85787606,0.73593646,0.16802871,0.8259386,0.86611396
2AACLPGT180,0.17908971,0.9076296,0.5433091,0.76018983,0.68397593
2AACLPGT181,0.58451307,0.8634921,0.13828412,0.6333086,0.7686632
2AACLPPEAT160,0.61453193,0.82190347,0.48501208,0.8359439,0.8185404
2AACLPPEAT161,0.943832,0.73857754,0.44723395,0.8936096,0.9114757
2AACLPPEAT180,0.9708202,0.95670974,0.73115164,0.8868508,0.9160825
2AACLPPEAT181,0.47648802,0.84653276,0.110234395,0.6108708,0.76867086
2ACLMM,0.0006620428,0.0123203425,0.0024281647,0.0011349979,0.0067222533
2AGPA160tipp,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
2AMACHYD,0.99980956,0.9997142,0.99985373,0.9998338,0.99980146
2AMACSULT,0.00011868076,0.00026670765,0.00018486052,0.0002662633,0.00075735716
2DDARAA,0.9926126,0.8509071,0.5672513,0.9112539,0.979345
2DGLCptspp,0.918941,0.95689976,0.9710452,0.96729004,0.97011614
2DGLCtex,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
2DGULRGx,0.99970204,0.99876666,0.99961627,0.99835324,0.99931705
2DGULRGy,0.99967027,0.999076,0.999297,0.99921167,0.9995074
2DGULRx,0.9993942,0.9978284,0.9993667,0.99645585,0.998816
2DGULRy,0.99943215,0.9986197,0.99892837,0.9987446,0.9992161
2DHGLCK,0.99925977,0.9990984,0.9990965,0.99885225,0.999423
2DHPACCOAH,0.9954686,0.9978002,0.99833494,0.99615747,0.99618226
2DHPFALDL,0.057985447,0.9743842,0.078979984,0.055267602,0.66274786
2DOXG6PP,0.9979519,0.99915767,0.9988594,0.9991955,0.9992392
2DR1PP,0.99920446,0.9995708,0.9993455,0.99960464,0.999549
2H3MBDH,0.9997501,0.9991812,0.9996582,0.9988481,0.99931526
2H3MBt,0.99577737,0.9959558,0.9972977,0.9935581,0.9926173
2H3MPDH,0.99954647,0.9985678,0.9995357,0.99773324,0.9991478
2H3MPt,0.99577737,0.9959558,0.9972977,0.9935581,0.9926173
2H3MVc,0.99954647,0.9985678,0.9995357,0.9977331,0.9991478
2H3MVte,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
2HATVACIDGLUCteb,0.9989722,0.99965703,0.99969625,0.99945325,0.9996654
2HATVACIDhc,0.9984682,0.9981805,0.99803585,0.9984699,0.9982443
2HATVACIDteb,0.9989722,0.99965703,0.99969625,0.99945325,0.9996654
2HATVACIDtep,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
2HATVACIDthc,1.248692e-05,3.0451602e-05,5.024458e-05,4.283435e-05,2.8137258e-05
2HATVLACGLUCteb,0.9989722,0.99965703,0.99969625,0.99945325,0.9996654
2HATVLAChc,0.9997012,0.9994198,0.9996755,0.99832624,0.9995908
2HATVLACteb,0.9989722,0.99965703,0.99969625,0.99945325,0.9996654
2HATVLACtep,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
2HATVLACthc,1.248692e-05,3.0451602e-05,5.024458e-05,4.283435e-05,2.8137258e-05
2HBO,0.99980384,0.9993544,0.9997054,0.999076,0.99947685
2HBt2,0.99577737,0.9959558,0.9972977,0.9935581,0.9926173
2HCO3_NAt,0.99386024,0.9515948,0.9957814,0.6055474,0.8129491
2HESR,2.4328645e-05,0.000220932,0.0004793498,0.000116131545,5.17524e-05
2HH24DDH1,0.99746644,0.9985261,0.99868757,0.99742633,0.997335
2HIBUPGLUC_Sthv,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
2HIBUP_Rthv,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
2HIBUP_Sthv,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
2HIVc,0.9997501,0.9991812,0.9996582,0.9988481,0.99931526
2HIVte,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
2HPTCOAT,0.99453235,0.9698131,0.9403586,0.95041025,0.99307984
2HXICDH,0.999627,0.99875426,0.99954957,0.99818534,0.99917525
2HXICt,0.99577737,0.9959558,0.9972977,0.9935581,0.9926173
2HXMPt6,0.99577737,0.9959558,0.9972977,0.9935581,0.9926173
2HYDOGOAT3t,0.00023680273,0.00026042943,4.834684e-05,0.00039619696,0.0018957658
2HYDOGte,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
2HYOXPLCte,0.99577737,0.9959558,0.9972977,0.9935581,0.9926173
2INSD,0.9954686,0.9978002,0.99833494,0.99615747,0.99618226
2M3HBUte,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
2M3HVACc,0.9993942,0.9978284,0.9993667,0.99645585,0.998816
2M3HVACte,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
2MACPT,0.50330806,0.3225971,0.15449753,0.06750626,0.51393193
2MAHMP,0.99970526,0.99976724,0.99980503,0.99979085,0.99978966
2MBACt,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
2MBALDH,0.9996866,0.99962044,0.9996088,0.9992022,0.99938226
2MBALDt,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
2MBAt6,0.99577737,0.9959558,0.9972977,0.9935581,0.9926173
2MBTOHt,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
2MCITt,0.0007214087,0.0019376111,0.0012380807,0.0033884721,0.00010785336
2MPAt6,0.99577737,0.9959558,0.9972977,0.9935581,0.9926173
2MPCAC,0.7075932,0.4462123,0.24361716,0.12235417,0.5815335
2MPCTF,0.9954686,0.9978002,0.99833494,0.99615747,0.99618226
2MPPALt,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
2OBUT_Et,0.06787118,0.9177916,0.91800743,0.7926905,0.14818455
2OBUTt,0.9993544,0.9987708,0.99906236,0.99884295,0.9981521
2OBUTt2ipp,0.99960035,0.9996153,0.99917054,0.9993309,0.9995284
2OBUTtex,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
2OH3K5MPPISO,0.9979519,0.99915767,0.9988594,0.9991955,0.9992392
2OXOADPt,0.00023680273,0.00026042943,4.834684e-05,0.00039619696,0.0018957648
2PGK,0.9990916,0.99890006,0.99887973,0.9986053,0.99936634
2PGt6,0.9977114,0.9969326,0.9977452,0.9952722,0.995533
2PGt6pp,0.45462155,0.29863483,0.9593478,0.3743786,0.83768785
2PGtex,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
2PGtr,0.010981571,0.041245177,0.003026491,0.00042098435,0.00027643607
2PHACTE,0.99453235,0.9698131,0.9403586,0.9504101,0.99307984
2PHETOHt,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
2PLS,0.9518947,0.8662059,0.95084506,0.9056242,0.9125118
2PQQS,0.9954686,0.9978002,0.99833494,0.99615747,0.99618226
31DMTtep,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
31DMTtu,0.9989722,0.99965703,0.99969625,0.99945325,0.9996654
34DHALDD,0.99981827,0.9997423,0.999711,0.99950135,0.99961215
34DHCINMtex,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
34DHCINMtpp,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
34DHOXMANDte,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
34DHOXPEGOX,0.9993942,0.9978284,0.9993667,0.99645585,0.998816
34DHOXPEGt,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
34DHPACDO,0.9894298,0.9869425,0.9668947,0.98024416,0.96713793
34DHPEAR,0.99943215,0.9986197,0.99892837,0.9987446,0.9992161
34DHPEt,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
34DHPHAMT,0.0054073203,0.0107883485,0.0047249845,0.010939448,0.021418914
34DHPHAte,0.68433386,0.0833986,0.6183574,0.75730836,0.1719344
34DHPHAtpp,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
34DHPHELAT1tc,0.0012646382,0.0012967853,0.00050262694,0.00055753137,0.00088054076
34DHPHEt,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
34DHPHEtex,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
34DHPHEtpp,0.99837947,0.99892277,0.9977591,0.9983974,0.99857605
34DHPLACOX_NADP,0.9997404,0.9997186,0.9996333,0.99956983,0.99967
34DHXMANDACOX,0.9996866,0.99962044,0.9996088,0.9992022,0.99938226
34DHXMANDACOX_NADP,0.9995552,0.9995695,0.99943596,0.99932027,0.9995066
34HPLte,0.99577737,0.9959558,0.9972977,0.9935581,0.9926173
34HPPOR,0.04428552,0.0136261275,0.017574068,0.2917969,0.71081936
34HPPYRI,0.00047336266,0.00125528,0.0043273643,0.008586963,0.00033944933
34HPPte,0.00047336266,0.00125528,0.0043273643,0.008586963,0.00033944933
34PHACTE,0.99453235,0.9698131,0.9403586,0.9504101,0.99307984
34dhpactex,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
35DHPVStep,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
35DHPVSthc,1.248692e-05,3.0451602e-05,5.024458e-05,4.283435e-05,2.8137258e-05
35DIODTYRte,0.00620559,0.00086994993,0.06360216,0.0010322498,0.00022062214
35DSMVteb,0.9989722,0.99965703,0.99969625,0.99945325,0.9996654
35PHACTE,0.99453235,0.9698131,0.9403586,0.9504101,0.99307984
3A2OA,0.99891174,0.9961189,0.99348855,0.9941848,0.9997677
3AIBSYMPt,0.00620559,0.00086994993,0.06360217,0.0010322492,0.00022062214
3AIBT2,0.003934286,0.1435147,0.034967408,0.10773547,0.12868907
3AIBt,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
3AIBt1,0.99577737,0.9959558,0.9972977,0.9935581,0.9926173
3AMACHYD,0.9984634,0.9982338,0.9980813,0.99889827,0.9980946
3AMBAt2,0.99577737,0.9959558,0.9972977,0.9935581,0.9926173
3AMPtex,0.0015307845,0.00073643023,0.0012217235,0.00028952913,0.00015443993
3ANTHRNtr,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
3C3HMPt,0.00080329325,0.0038323344,0.0073606465,0.01273067,0.0004685857
3CMPtex,0.0058178217,0.0004793082,0.0012701077,0.0002474109,0.24763907
3DHCAS,0.99951375,0.9994191,0.99919134,0.9989875,0.9992256
3DHCDCAS,0.99951375,0.9994191,0.99919134,0.9989875,0.9992256
3DHCDCHOLabc,0.9989722,0.99965703,0.99969625,0.99945325,0.9996654
3DHCDCHOLt,1.248692e-05,3.0451602e-05,5.024458e-05,4.283435e-05,2.8137258e-05
3DHCDCHOLt2,0.00620559,0.00086994993,0.06360216,0.0010322498,0.00022062214
3DHCHOLabc,0.9989722,0.99965703,0.99969625,0.99945325,0.9996654
3DHCHOLt,1.248692e-05,3.0451602e-05,5.024458e-05,4.283435e-05,2.8137258e-05
3DHCHOLt2,0.006205587,0.0008699495,0.06360216,0.0010322492,0.00022062214
3DHDCAS,0.99951375,0.9994191,0.99919134,0.9989875,0.9992256
3DHDCAabc,0.9989722,0.99965703,0.99969625,0.99945325,0.9996654
3DHDCAt,1.2486909e-05,3.0451602e-05,5.024458e-05,4.283435e-05,2.8137258e-05
3DHDCAt2,0.00620559,0.00086994993,0.06360216,0.0010322498,0.00022062214
3DHLCAS,0.99951375,0.9994191,0.99919134,0.9989875,0.9992256
3DHLCAabc,0.9989722,0.99965703,0.99969625,0.99945325,0.9996654
3DHLCAt,1.248692e-05,3.0451602e-05,5.024458e-05,4.283435e-05,2.8137258e-05
3DHLCAt2,0.00620559,0.0008699495,0.06360217,0.0010322498,0.00022062214
3DHPACCOAH,0.9954686,0.9978002,0.99833494,0.99615747,0.99618226
3DSPHR,0.99943215,0.9986197,0.99892837,0.9987446,0.9992161
3GMPtex,0.00014185147,0.00065894355,0.0012520625,0.00034699086,0.01951353
3GMPtex_1,0.98131585,0.9476436,0.90122056,0.6008757,0.0017876261
3H3MGLTc,0.9995437,0.9989182,0.99915683,0.99880266,0.9991184
3H3MGLTte,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
3HAACOAT100,0.51109356,0.24819025,0.12718463,0.061534576,0.46381867
3HAACOAT121,0.47675213,0.2370906,0.11319181,0.06282272,0.45716822
3HAACOAT140,0.9059684,0.5915614,0.4139561,0.20956913,0.8496515
3HAACOAT141,0.5265416,0.26792806,0.1324295,0.05696501,0.46897814
3HAACOAT60,0.4971898,0.26941097,0.13678062,0.06049691,0.43531844
3HAACOAT80,0.51182157,0.25880346,0.1241705,0.06543775,0.44587052
3HACPH,0.99753726,0.9985506,0.9988569,0.99777895,0.99781394
3HAD160_2,0.9977901,0.9985825,0.99882966,0.998019,0.99789244
3HAD200,0.9954686,0.9978002,0.99833494,0.99615747,0.99618226
3HAD200_c,0.9954686,0.9978002,0.99833494,0.99615747,0.99618226
3HAD220_c,0.9954686,0.9978002,0.99833494,0.99615747,0.99618226
3HAD240_c,0.9954686,0.9978002,0.99833494,0.99615747,0.99618226
3HAD40_2,0.99753726,0.9985506,0.9988569,0.99777895,0.99781394
3HAD80_2,0.9972792,0.99860495,0.99883336,0.99790704,0.9975344
3HADPACte,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
3HAO,0.97381634,0.97812086,0.9324535,0.9469205,0.93400365
3HAOR,0.99943215,0.9986197,0.99892837,0.9987446,0.9992161
3HBCOAHL,0.9995437,0.9989182,0.99915683,0.99880266,0.9991184
3HBZCT,0.99453235,0.9698131,0.9403586,0.95041025,0.99307984
3HCINNMH,0.99957114,0.9992889,0.9993562,0.99861693,0.998698
3HCO3_NAt,0.99386024,0.9515948,0.9957814,0.6055474,0.8129491
3HIBUPGLUC_Sthv,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
3HIBUP_Rthv,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
3HIBUP_Sthv,0.8962222,0.89243436,0.91320163,0.94837475,0.9290998
