,0,0.1,0.1.1,0.1.1.1,0
DDPA_1,0.99979633,0.9997737,0.99873847,0.9997217,0.9995347
DDPDPRD,0.9972307,0.9991211,0.99900657,0.99916697,0.9970783
DDPDPS,0.0018405207,0.002860568,0.012604963,0.0006392569,0.00065311586
DDPGA,0.82739943,0.9937285,0.9962525,0.9976803,0.9826904
DDSMSTOLD,0.8772929,0.90075094,0.7887181,0.69085896,0.9941924
DDSMSTOLR,0.9972307,0.9991211,0.99900657,0.99916697,0.9970783
DEBRISOQUINEt,0.5890878,0.5872871,0.4582938,0.5863776,0.8006684
DECCRNe,0.5890878,0.5872871,0.4582938,0.5863776,0.8006684
DECDICRNe,0.5890878,0.5872871,0.4582938,0.5863776,0.8006684
DEDOLDPS,0.0018405207,0.002860568,0.012604963,0.0006392569,0.00065311586
DEDOLDPSAT,0.07505133,0.17030667,0.14604016,0.015232363,0.08344371
DEDOLP1,0.99955124,0.9997142,0.99815625,0.99956065,0.9994276
DEDOLP1_L,0.99955124,0.9997142,0.99815625,0.99956065,0.9994276
DEDOLP1_U,0.99955124,0.9997142,0.99815625,0.99956065,0.9994276
DEDOLP2,0.9990964,0.9994802,0.99616337,0.9988482,0.99493694
DEDOLP2_L,0.9990964,0.9994802,0.99616337,0.9988482,0.99493694
DEDOLP2_U,0.9990964,0.9994802,0.99616337,0.9988482,0.99493694
DEDOLR,0.9972306,0.9991211,0.99900657,0.99916697,0.9970783
DEDOLR_L,0.9972307,0.9991211,0.99900657,0.99916697,0.9970783
DEDOLR_U,0.9972307,0.9991211,0.99900657,0.99916697,0.9970783
DELACCRVSM23hc,0.99345124,0.99075997,0.9184155,0.85612875,0.97522223
DEMAT4,0.99682295,0.9992322,0.99837804,0.9984841,0.9986304
DEOXFVStev,0.5890878,0.5872871,0.4582938,0.5863776,0.8006684
DES21,0.9995185,0.9996044,0.99952304,0.999708,0.99977
DES2_12,0.9995185,0.9996044,0.99952304,0.999708,0.99977
DES2_15,0.9995185,0.9996044,0.99952304,0.999708,0.99977
DES2_6,0.9995185,0.9996044,0.99952304,0.999708,0.99977
DES2_6B,0.9995185,0.9996044,0.99952304,0.999708,0.99977
DES2_9,0.9997421,0.99975115,0.9997049,0.99977857,0.99987984
DES2_C16,0.9998654,0.99983406,0.9997694,0.9998356,0.9999062
DESAT14,0.99970007,0.99971515,0.9996648,0.9997845,0.9998425
DESAT14_9,0.99958926,0.9998004,0.99956685,0.99975044,0.9998797
DESAT16,0.99968445,0.99970454,0.9996655,0.9997811,0.9998524
DESAT16_2,0.9996153,0.9998104,0.999607,0.9997876,0.9998914
DESAT16a,0.9999349,0.9998779,0.99974257,0.9999025,0.9999335
DESAT18,0.9997043,0.9996767,0.99966025,0.99978334,0.99984074
DESAT180_9,0.9995185,0.9996044,0.99952304,0.999708,0.99977
DESAT18_10,0.99938095,0.9996972,0.99945635,0.999666,0.9998393
DESAT18_11,0.9995653,0.9997837,0.9995672,0.9997489,0.9998745
DESAT18_12,0.99938095,0.9996972,0.99945635,0.999666,0.9998393
DESAT18_2,0.9996226,0.99967504,0.9996138,0.9997453,0.99981934
DESAT18_3,0.99963284,0.9997943,0.9996026,0.999793,0.99988794
DESAT18_4,0.9995653,0.9997837,0.9995672,0.9997489,0.9998745
DESAT18_5,0.99963427,0.9998031,0.9995908,0.99977964,0.99988437
DESAT18_6,0.99952877,0.9997713,0.9995466,0.99973434,0.9998679
DESAT18_7,0.99938095,0.9996972,0.99945635,0.999666,0.9998393
DESAT18_8,0.9994733,0.9997354,0.99950325,0.9997031,0.9998616
DESAT18_9,0.99938095,0.9996972,0.99945635,0.999666,0.9998393
DESAT18a,0.9997421,0.99975115,0.9997049,0.99977857,0.99987984
DESAT20_1,0.99938095,0.9996972,0.99945635,0.999666,0.9998393
DESAT20_2,0.99938095,0.9996972,0.99945635,0.999666,0.9998393
DESAT24_1,0.99938095,0.9996972,0.99945635,0.999666,0.9998393
DESATPE160,0.99967396,0.9996861,0.9996487,0.99977523,0.99983835
DESATPG160,0.9996481,0.99968016,0.999622,0.9997677,0.9998312
DESFVSteb,0.9996165,0.9997837,0.9987551,0.99970275,0.99979216
DES_12,0.1794857,0.51487887,0.044530485,0.029061923,0.36121655
DES_15,0.1794857,0.51487875,0.044530455,0.029061923,0.36121666
DES_6,0.17948566,0.51487875,0.044530455,0.029061934,0.36121666
DES_6B,0.17948574,0.5148788,0.044530455,0.029061928,0.3612166
DES_9,0.44132814,0.8299243,0.15158613,0.089005336,0.64765286
DEXTRINt2,0.99847394,0.9995864,0.99781334,0.99668866,0.99785465
DEXZEAX,0.5890879,0.58728707,0.4582937,0.5863776,0.80066854
DGAT,0.00012590566,0.0011166502,0.0005852136,0.00083334226,0.0019541301
DGAT_cho,0.00012590566,0.0011166508,0.0005852136,0.00083334144,0.0019541301
DGATpf_16_0_18_0_stcoa,0.00058321346,0.0036344272,0.00152024,0.002599565,0.0065605654
DGATpf_18_0_18_0_ocdcea,0.0004562711,0.0023792475,0.0014207433,0.0024554224,0.0062183808
DGATpf_18_0_18_1_pmtcoa,0.000753866,0.0028728393,0.0019727845,0.0026229774,0.012389139
DGATpf_18_1_18_2_lnlccoa,0.00012590566,0.0011166508,0.0005852136,0.00083334144,0.0019541301
DGBUTNH,0.077289104,0.12588833,0.0012314621,0.013868304,0.016157405
DGC3D,0.99682295,0.9992322,0.99837804,0.9984841,0.9986304
DGCHOLte,0.5890878,0.5872871,0.4582938,0.5863776,0.8006684
DGDG160,0.010665691,0.0037448902,0.0055620046,9.0022746e-05,0.010852005
DGDG161,0.010665691,0.003744892,0.0055620046,9.0022746e-05,0.010852011
DGDG180,0.010665691,0.003744892,0.0055620046,9.0022746e-05,0.010852011
DGDG181,0.010665691,0.0037448902,0.0055620046,9.0022746e-05,0.010852005
DGDG181_9,0.010665691,0.003744892,0.0055620046,9.0022746e-05,0.010852011
DGDG182_9_12,0.010665691,0.0037448902,0.0055620046,9.0022746e-05,0.010852001
DGDG183_6_9_12,0.010665691,0.0037448902,0.0055620046,9.0022746e-05,0.010852001
DGDG183_9_12_15,0.010665691,0.0037448902,0.0055620046,9.0022746e-05,0.010852005
DGDG184_6_9_12_15,0.010665691,0.003744892,0.0055620046,9.0022746e-05,0.010852001
DGDGGH_EPA_EPA_c,0.055384114,0.12269864,0.0011382625,0.010878438,0.020505816
DGDGGH_EPA_HDE_c,0.0553841,0.12269867,0.0011382625,0.010878428,0.020505816
DGDGGH_MYRS_PALM_c,0.055384126,0.12269864,0.0011382625,0.010878438,0.020505816
DGDGGH_OLE_HDE_c,0.055384126,0.12269867,0.0011382625,0.010878428,0.020505825
DGDGGH_PALM_PALM_c,0.055384114,0.12269864,0.0011382625,0.010878438,0.020505816
DGDGS_EPA_EPA_c,0.6287213,0.47624126,0.23385735,0.11031404,0.23980516
DGDGS_EPA_HDE_c,0.62872136,0.47624138,0.23385732,0.11031402,0.23980516
DGDGS_HDE_HDE,0.6287212,0.47624138,0.23385727,0.11031404,0.23980519
DGDGS_HDE_PALM,0.6287212,0.47624132,0.23385721,0.11031402,0.2398051
DGDGS_MYRS_PALM_c,0.6287212,0.47624126,0.23385724,0.11031402,0.23980524
DGDGS_OLE_HDE,0.6287213,0.4762412,0.23385724,0.11031404,0.23980522
DGDGS_OLE_PALM,0.62872124,0.47624132,0.2338574,0.11031404,0.2398053
DGDGS_PALM_PALM_c,0.6287212,0.47624144,0.23385732,0.11031404,0.23980524
DGGGPS,0.0009881778,0.0014255355,0.0063794497,0.00041805755,0.00032533563
DGGGPS2,0.0009881778,0.0014255355,0.0063794497,0.00041805755,0.00032533563
DGGH,0.9732083,0.99369085,0.8714778,0.9930241,0.98104984
DGGPGP,0.9990964,0.9994802,0.99616337,0.9988482,0.99493694
DGGPGP2,0.9990964,0.9994802,0.99616337,0.9988482,0.99493694
DGNSK,0.9994785,0.9997371,0.9987841,0.9996952,0.99948764
DGNSK_1,0.9775718,0.99764925,0.99612516,0.99552,0.93692946
DGSNt,0.85521716,0.7112386,0.9474721,0.09912132,0.0024457392
DGSNt2,0.9992619,0.9997316,0.9987471,0.99820876,0.9984724
DGTCY,0.99248064,0.9955558,0.9801384,0.98866963,0.99313533
DGTP8DETOX,0.9997495,0.9998086,0.9995559,0.9997156,0.99963164
DGTP8OXO,0.16202623,0.17309321,0.002604809,0.021741102,0.024983194
DGTSD5DS1601835Z9Z12Z,0.99294734,0.9969994,0.99734855,0.9963862,0.9985831
DGTSD5DS18111Z1835Z9Z12Z,0.99294734,0.9969994,0.99734855,0.9963862,0.9985831
DGTSD5DS1819Z1835Z9Z12Z,0.99294734,0.9969994,0.99734855,0.9963862,0.9985831
DGTSD5DS1829Z12Z1835Z9Z12Z,0.99294734,0.9969994,0.99734855,0.9963862,0.9985831
DGTSDS1601829Z12Z,0.99294734,0.9969994,0.99734855,0.9963862,0.9985831
DGTSDS1601845Z9Z12Z15Z,0.99294734,0.9969994,0.99734855,0.9963862,0.9985831
DGTSDS18111Z1829Z12Z,0.99294734,0.9969994,0.99734855,0.9963862,0.9985831
DGTSDS18111Z1845Z9Z12Z15Z,0.99294734,0.9969994,0.99734855,0.9963862,0.9985831
DGTSDS1819Z1829Z12Z,0.99294734,0.9969994,0.99734855,0.9963862,0.9985831
DGTSDS1819Z1845Z9Z12Z15Z,0.99294734,0.9969994,0.99734855,0.9963862,0.9985831
DGTSDS1829Z12Z18111Z,0.99294734,0.9969994,0.99734855,0.9963862,0.9985831
DGTSDS1829Z12Z1819Z,0.99294734,0.9969994,0.99734855,0.9963862,0.9985831
DGTSDS1829Z12Z1829Z12Z1,0.99294734,0.9969994,0.99734855,0.9963862,0.9985831
DGTSDS1829Z12Z1829Z12Z2,0.99294734,0.9969994,0.99734855,0.9963862,0.9985831
DGTSDS1829Z12Z1835Z9Z12Z,0.99294734,0.9969994,0.99734855,0.9963862,0.9985831
DGTSDS1829Z12Z1845Z9Z12Z15Z1,0.99294734,0.9969994,0.99734855,0.9963862,0.9985831
DGTSDS1829Z12Z1845Z9Z12Z15Z2,0.99294734,0.9969994,0.99734855,0.9963862,0.9985831
DGTSDS1839Z12Z15Z18111Z,0.99294734,0.9969994,0.99734855,0.9963862,0.9985831
DGTSDS1839Z12Z15Z1819Z,0.99294734,0.9969994,0.99734855,0.9963862,0.9985831
DGTSDS1839Z12Z15Z1835Z9Z12Z,0.99294734,0.9969994,0.99734855,0.9963862,0.9985831
DGTSDS1839Z12Z15Z1845Z9Z12Z15Z1,0.99294734,0.9969994,0.99734855,0.9963862,0.9985831
DGTSDS1839Z12Z15Z1845Z9Z12Z15Z2,0.99294734,0.9969994,0.99734855,0.9963862,0.9985831
DGTUP,0.06036353,0.10432981,0.012988675,0.026106037,0.011995263
DGUDBUTNabcpp,0.9996165,0.9997837,0.9987551,0.99970275,0.99979216
DGUDBUTNtex,0.5890878,0.5872871,0.4582938,0.5863776,0.8006684
DGULND,0.9992275,0.999435,0.99713457,0.9983094,0.9958851
DGUPP,0.99960726,0.9999006,0.99734664,0.9996038,0.99887305
DH3MCHCDH,0.9669388,0.9822941,0.9891691,0.9794526,0.97637117
DH4MCHCDH,0.9669388,0.9822941,0.9891691,0.9794526,0.97637117
DHAAt1r,0.5890878,0.5872871,0.4582938,0.5863776,0.8006684
DHAD3,0.99847573,0.9981104,0.9929467,0.99884486,0.9929432
DHAOX_c,0.008467558,0.0063277613,0.0010745401,0.0016914343,0.0016717645
DHAPA,0.051435024,0.031613134,0.010727736,0.0089863455,0.017868929
DHAPA_cho,0.051435012,0.031613134,0.0107277315,0.0089863455,0.017868929
DHAPtr,0.016843706,0.029795561,0.2830242,0.00019637636,0.0047881296
DHAt,0.7278497,0.8424816,0.8953274,0.8268503,0.66158414
DHAtpp,0.7278497,0.8424816,0.8953274,0.8268503,0.66158414
DHBPTt,0.5890878,0.5872871,0.4582938,0.5863776,0.8006684
DHBSH,0.99298877,0.9985519,0.95440865,0.99413043,0.9913783
DHBSZ3FEabcpp,0.9996165,0.9997837,0.9987551,0.99970275,0.99979216
DHBSZ3FEexs,0.000598269,0.004351171,3.5958143e-05,0.0013978359,0.016604004
DHBSZ3FEtonex,0.99896705,0.9988912,0.99426466,0.9973207,0.9990602
DHBSZ3tex,0.5890878,0.5872871,0.4582938,0.5863776,0.8006684
DHCERD4DS_c,0.99682295,0.9992322,0.99837804,0.9984841,0.9986304
DHCERS18_c,0.26668316,0.382585,0.10518143,0.029541742,0.08810561
DHCHOLESTANATEATP,0.9996165,0.9997837,0.9987551,0.99970275,0.99979216
DHCHOLESTANATEt,0.031951476,0.0191667,0.0042264587,0.0024058463,0.0128755
DHCIND,0.9975485,0.9994943,0.99875295,0.9989497,0.9991041
DHCINDO_1,0.9675098,0.91109455,0.979081,0.9537639,0.9918711
DHCRD1,0.9972307,0.9991211,0.99900657,0.99916697,0.9970783
DHCRD1_cho,0.9972307,0.9991211,0.99900657,0.99916697,0.9970783
DHCRD1pf_18_0_16_0,0.9972307,0.9991211,0.99900657,0.99916697,0.9970783
DHCRD1pf_18_0_18_0,0.9972307,0.9991211,0.99900657,0.99916697,0.9970783
DHCRD1pf_18_0_24_0,0.9972307,0.9991211,0.99900657,0.99916697,0.9970783
DHCRD2,0.8772929,0.90075094,0.78871804,0.690859,0.9941924
DHCRD2_cho,0.8772929,0.90075094,0.7887181,0.69085896,0.9941924
DHCURR,0.9972307,0.9991211,0.99900657,0.99916697,0.9970783
DHDDH,0.098329045,0.24290833,0.42304465,0.10142351,0.5736425
DHDDS,0.0021920227,0.003287167,0.019200547,0.000754295,0.0008431869
DHDDS_c,0.0021920206,0.003287167,0.019200537,0.0007542943,0.00084318727
DHDPRx_r,0.99835217,0.99960595,0.99896324,0.99913055,0.9991504
DHEASABCCte,0.9996165,0.9997837,0.9987551,0.99970275,0.99979216
DHEASULT,0.00024279286,0.000665618,0.0003241857,9.3580304e-05,0.0003324559
DHEASt,8.544585e-05,1.1965361e-05,5.127613e-05,4.2738626e-05,2.4485595e-05
DHEAte,0.9996165,0.9997837,0.9987551,0.99970275,0.99979216
DHEPSTRLDS_c,0.9972307,0.9991211,0.99900657,0.99916697,0.9970783
DHFOR,0.9980415,0.9995869,0.99892837,0.9989743,0.9991228
DHFR2i,0.99956495,0.9998989,0.99963033,0.99974114,0.9997272
DHFS_1,0.98912317,0.99914074,0.99897146,0.9986187,0.98196936
DHGLYH,0.9994604,0.99982834,0.99954283,0.99967885,0.9993826
DHGLZABCt,0.9996165,0.9997837,0.9987551,0.99970275,0.99979216
DHGLZhc,0.9972307,0.9991211,0.99900657,0.99916697,0.9970783
DHGLZtev,0.5890878,0.5872871,0.4582938,0.5863776,0.8006684
DHMPTR,0.9972307,0.9991211,0.99900657,0.99916697,0.9970783
DHMPTRx,0.99682295,0.9992322,0.99837804,0.9984841,0.9986304
DHNANT,0.9271045,0.98819566,0.99721223,0.96986437,0.97948414
DHNAOT2,0.9940896,0.9972481,0.9907768,0.9854166,0.9815781
DHNAOT7,0.9164228,0.86619794,0.9856448,0.88143414,0.95412374
DHNAOT_1,0.99575776,0.99706155,0.9992848,0.99632806,0.99708
DHNAOT_2,0.98760116,0.99404883,0.9781883,0.95911777,0.9553826
DHNAPHT,0.0075598205,0.00988314,0.00750338,0.0016598745,0.0037806432
DHNAPHT1,0.98760116,0.99404883,0.9781883,0.95911777,0.9553825
DHNAS,0.9941408,0.9898157,0.9901328,0.9949445,0.95382124
DHNATT,0.98760116,0.99404883,0.9781883,0.95911777,0.9553826
DHNPA,0.0041061584,0.005254705,0.0010450354,0.00050531083,0.0027928196
DHNPA_1,0.0005374303,0.013357278,0.3774234,0.0038146824,0.01117692
DHNPTE,0.0007671016,0.00076364883,0.00012635572,9.992003e-05,0.003176215
DHORD3,0.97999805,0.9994351,0.9989796,0.9991272,0.9968925
DHORD6,0.99923,0.9997676,0.9993692,0.99945885,0.9995846
DHORD7,0.0003275515,0.0010728319,0.0021399944,3.7801154e-05,0.0012732076
DHORD_NAD,0.8313134,0.9202904,0.9737511,0.5939943,0.8063594
DHORDfum,0.99994767,0.9988298,0.9986247,0.97258365,0.99896204
DHORDi,0.9994203,0.99447894,0.9978399,0.99777645,0.99717736
DHPCPH,0.9995024,0.99966884,0.99748564,0.99936575,0.9992899
DHPD,0.99855787,0.99823654,0.9925,0.9987948,0.9929651
DHPM1,0.9994373,0.9996412,0.9974011,0.99928516,0.99915683
DHPM2,0.99934465,0.9995505,0.99668497,0.9990854,0.99895525
DHPPDA,0.99829847,0.9995732,0.9983431,0.99866045,0.9985055
DHPPDA_2,0.70030946,0.8394252,0.1610067,0.31073558,0.64619035
DHPR,0.99682295,0.9992322,0.99837804,0.9984841,0.9986304
DHPR2,0.0009951915,0.0010240269,0.0004731969,0.00013417235,0.0007714292
DHPS,0.025482643,0.052150365,0.00071977644,0.0051471456,0.007627881
DHPS2_1,0.35675743,0.5442131,0.15855844,0.18968591,0.3166602
DHPS3,0.0014243942,0.0024081075,0.008056796,0.0006706425,0.00058820896
DHPStex,0.5890878,0.5872871,0.4582938,0.5863776,0.8006684
DHPStr,0.5890878,0.5872871,0.4582938,0.5863776,0.8006684
DHPTDCs,0.9987054,0.99836975,0.9937262,0.99877566,0.99221766
DHPTDNR,0.9972306,0.9991211,0.99900657,0.99916697,0.9970783
DHPTDNRN,0.99682295,0.9992322,0.99837804,0.9984841,0.9986304
DHPTNR2,0.9438732,0.990506,0.99799204,0.99751055,0.9914096
DHPTPE,0.0058117653,0.0015631923,0.0021641364,0.009912008,0.0073095323
DHPTt,0.99875987,0.9996687,0.9983311,0.9976313,0.9983615
DHQS2,0.0098960595,0.0009118883,0.00017500043,0.0003752425,0.0009214701
DHQS_2,0.99866796,0.99912935,0.99735117,0.9986915,0.99806947
DHSKDH,0.99877995,0.9986331,0.99399614,0.999006,0.99325186
DHSQDS,0.9931605,0.99821365,0.9917258,0.9817601,0.99668413
DHSQDS2,0.9931605,0.99821365,0.9917258,0.9817601,0.99668413
DHSQDS3,0.9931605,0.99821365,0.9917258,0.9817601,0.99668413
DHSQS,0.88407606,0.60846364,0.9485206,0.8718789,0.5945956
DHSQSYN,0.88407606,0.60846364,0.9485206,0.8718789,0.5945956
DHXAN,0.84643984,0.98651856,0.66904694,0.79426116,0.9383874
DHXFUTC,0.21271405,0.01718356,0.010199586,0.027183412,0.13103747
DIACTt,0.06577859,0.17451599,0.2230821,0.05666531,0.11565209
DIAT,0.99091256,0.99900645,0.99737996,0.98800814,0.994925
DIDECAETH,0.19789387,0.0024053552,0.0035130053,0.00030752632,0.48378325
DIDP,0.9995871,0.99975044,0.9984106,0.999627,0.9995264
DIEHLAC,0.99934465,0.9995505,0.99668497,0.9990854,0.99895525
DIGALSGALSIDEATPte,0.9996165,0.9997837,0.9987551,0.99970275,0.99979216
DIGALSGALSIDEte,0.5890878,0.5872871,0.4582938,0.5863776,0.8006684
DIGALSGALSIDEte_cho,0.5890878,0.5872871,0.4582938,0.5863776,0.8006684
DIHOLINETH,0.19789387,0.0024053552,0.0035130053,0.00030752632,0.4837833
DIK1,0.9268221,0.9939512,0.98968774,0.98383117,0.8894376
DINSK,0.96348953,0.9974057,0.99491286,0.9949778,0.94408906
DINSt2,0.9991478,0.99972004,0.9987179,0.9983956,0.9986803
DINt,0.9932001,0.06520064,0.9775943,0.99478346,0.004262918
DIPEPabc1,0.9996165,0.9997837,0.9987551,0.99970275,0.99979216
DIPEPabc10,0.9996165,0.9997837,0.9987551,0.99970275,0.99979216
DIPEPabc11,0.9996165,0.9997837,0.9987551,0.99970275,0.99979216
DIPEPabc12,0.9996165,0.9997837,0.9987551,0.99970275,0.99979216
DIPEPabc13,0.9996165,0.9997837,0.9987551,0.99970275,0.99979216
DIPEPabc14,0.9996165,0.9997837,0.9987551,0.99970275,0.99979216
DIPEPabc15,0.99968576,0.9998134,0.9988912,0.9997327,0.9998153
DIPEPabc2,0.9996165,0.9997837,0.9987551,0.99970275,0.99979216
DIPEPabc3,0.9996165,0.9997837,0.9987551,0.99970275,0.99979216
DIPEPabc4,0.9996165,0.9997837,0.9987551,0.99970275,0.99979216
DIPEPabc5,0.9996165,0.9997837,0.9987551,0.99970275,0.99979216
DIPEPabc6,0.9996165,0.9997837,0.9987551,0.99970275,0.99979216
DIPEPabc7,0.9996165,0.9997837,0.9987551,0.99970275,0.99979216
DIPEPabc8,0.9996165,0.9997837,0.9987551,0.99970275,0.99979216
DIPEPabc9,0.9996165,0.9997837,0.9987551,0.99970275,0.99979216
DIPS,0.8664249,0.33125833,0.16039276,0.030256974,0.3892075
DJENKabc,0.9996165,0.9997837,0.9987551,0.99970275,0.99979216
DKDH,0.9993445,0.9995505,0.99668497,0.9990854,0.99895525
DKDID,0.9993445,0.9995505,0.99668497,0.9990854,0.99895525
DKFPR,0.99682295,0.9992322,0.99837804,0.9984841,0.9986304
DKFPS,0.99682295,0.9992322,0.99837804,0.9984841,0.9986304
DKFPS2,0.05584203,0.0050168424,0.0024235465,0.011414093,0.15865614
DKGLCNR1,0.9972307,0.9991211,0.99900657,0.99916697,0.9970783
DKGLCNR2x,0.9982552,0.99962914,0.9989905,0.99919003,0.9991844
DKGLCNR2y,0.99834085,0.9994803,0.9993788,0.9994906,0.9981458
DKGLCNR3,0.99822205,0.9994394,0.9993224,0.9994337,0.9980083
DKI,0.5890878,0.5872871,0.4582938,0.5863776,0.8006684
DKII,0.9980578,0.99959034,0.99880946,0.9990445,0.99918777
DKMD2K,0.60549915,0.22691283,0.93895954,0.3570371,0.90098846
DKMD3M,0.0015924278,0.00068210525,0.008266909,0.00021171491,0.011405815
DKMPASPL,0.0014404489,0.00023600123,0.00016857171,0.0010117355,0.0012091162
DKMPPD,0.9992374,0.9996449,0.9987375,0.9994067,0.99941874
DKMPPD2,0.99886024,0.99955493,0.9976774,0.99938154,0.9986853
DKMPPD2_cho,0.9838987,0.9966543,0.9826628,0.97774076,0.9889098
DKMPPD3_1,0.9996106,0.99975556,0.9984291,0.9996418,0.99954176
DLASNR,0.0005152387,0.0018774718,0.0020596695,0.010605716,0.0032196047
DLCYSR,0.9925834,0.85401076,0.094807856,0.8342679,0.5501129
DLEUabcpp,0.9996165,0.9997837,0.9987551,0.99970275,0.99979216
DLEUtex,0.5890878,0.5872871,0.4582938,0.5863776,0.8006684
DLMETR,0.4944507,0.2003871,0.49334806,0.7507609,0.86416584
DLNLCGCPT1,0.0004917952,0.0038245742,0.001966992,0.005238417,0.011100929
DLNLCGt,0.5890878,0.5872871,0.4582938,0.5863776,0.8006684
DLTO,0.9993862,0.9814393,0.9869186,0.99577326,0.98068297
DLYSAD,0.9879937,0.99880457,0.99028647,0.97475964,0.99526286
DLYSOXGAT,0.00022229063,0.00027261637,0.00024699725,1.1124621e-05,0.00010887697
DLYSPYRAT,0.10056208,0.27111387,0.16864343,0.6775419,0.14202854
DLYSabcpp,0.9996165,0.9997837,0.9987551,0.99970275,0.99979216
DLYStex,0.5890878,0.5872871,0.4582938,0.5863776,0.8006684
DM1PE,0.98762125,0.99094754,0.9890542,0.9853834,0.9742312
DMAMT,0.5890878,0.58728707,0.4582937,0.5863776,0.8006684
DMANTIPYRINEte,0.5890878,0.5872871,0.4582938,0.5863776,0.8006684
DMARG,0.8067455,0.91406375,0.24853998,0.48220602,0.7555194
DMATT2,0.0018405198,0.0028605666,0.0126049565,0.0006392569,0.00065311586
DMAt,0.99847394,0.9995864,0.99781334,0.99668866,0.99785465
DMBI,0.84285456,0.8416208,0.96190864,0.9184585,0.94194216
DMBZIDS,0.013304432,0.03920492,0.09797596,0.43257114,0.0026351707
DMBZIDS2,0.84285456,0.8416208,0.96190864,0.9184585,0.94194216
DMBZS1,0.9983443,0.9988808,0.9989562,0.99905354,0.99927956
DMCITALDM,0.96181697,0.9888398,0.9761836,0.97152483,0.98807526
DMCITALOR,0.3433343,0.20161241,0.010780921,0.012809378,0.13063847
DMGDH,0.70855,0.95101905,0.46482533,0.15756595,0.76796114
DMGDH2,0.97852284,0.98481053,0.9941491,0.9935557,0.9917783
DMGLYBabcpp,0.9996165,0.9997837,0.9987551,0.99970275,0.99979216
DMGLYtex,0.5890878,0.5872871,0.4582938,0.5863776,0.8006684
DMGLYtr,0.5890878,0.5872871,0.4582938,0.5863776,0.8006684
DMHDRFS,0.74606806,0.94410414,0.9845642,0.7201712,0.96498305
DMHDRFS_1,0.091885395,0.039423022,0.0038782766,0.008590837,0.13390142
DMHPTCRNCPT1,0.0004917952,0.0038245725,0.001966992,0.005238417,0.011100929
DMHPTCRNte,0.5890878,0.5872871,0.4582938,0.5863776,0.8006684
DMNONCOACRNCPT1,0.0004917952,0.0038245742,0.001966992,0.005238417,0.011100929
DMPPS_syn,0.99970204,0.9997651,0.99965537,0.99980444,0.99969256
DMPSS_c,0.9996859,0.99981695,0.99957055,0.9997837,0.99980325
DMQMT,0.9982279,0.9965191,0.9956579,0.98654,0.9930153
DMSO2abcpp,0.9996165,0.9997837,0.9987551,0.99970275,0.99979216
DMSO2tex,0.5890878,0.5872871,0.4582938,0.5863776,0.8006684
DMSOR1,0.5528259,0.92560786,0.5231506,0.3239274,0.7670657
DMSOR2,0.10644078,0.17571533,0.0032466934,0.0038852107,0.026842477
DMSOR3,0.9992975,0.99968636,0.99936765,0.99967086,0.9996793
DMSOtpp,0.12624499,0.0010082662,0.00028133072,0.0012667774,0.08521891
DMSt,0.00050043245,0.00035586124,0.0020585211,0.15402132,0.00999285
DMTPHT,0.8664248,0.33125848,0.16039276,0.030256974,0.38920733
DNADDP,0.99980444,0.9998871,0.99964976,0.9997569,0.9994854
DNAMTn2r,0.8664249,0.3312584,0.16039276,0.030256974,0.3892075
DNAMTn3r,0.8664248,0.33125827,0.16039278,0.030256974,0.38920742
DNAS_LLA,0.9897199,0.9975853,0.99581677,0.9936393,0.9721186
DNTAep,0.99896705,0.9988912,0.99426466,0.9973207,0.9990602
DNTP,0.9999349,0.99994624,0.9998995,0.99994206,0.9999516
DNTPPA_1,0.99864274,0.9992029,0.9985631,0.99944013,0.998035
DOCO13EFATP,0.99928904,0.9998491,0.99977976,0.999086,0.9980596
DOCOHEXETHc,0.19789387,0.0024053552,0.003513007,0.00030752632,0.4837832
DOCOSACT,0.99928904,0.9998491,0.99977976,0.999086,0.9980596
DOCOSACTDe,0.5890878,0.5872871,0.4582938,0.5863776,0.8006684
DOCOSDIACTD,0.5890878,0.5872871,0.4582938,0.5863776,0.8006684
DOCTETETH,0.19789387,0.0024053552,0.0035130053,0.00030752632,0.4837833
DODECANACt,0.9996165,0.9997837,0.9987551,0.99970275,0.99979216
DODECANACtd,0.5890878,0.5872871,0.4582938,0.5863776,0.8006684
DOGULND,0.9972307,0.9991211,0.99900657,0.99916697,0.9970783
DOGULND1,0.9983485,0.9948506,0.98436457,0.98992,0.9584509
DOGULND2,0.9983485,0.9948506,0.98436457,0.98992,0.9584509
DOGULNO1,0.010467886,0.002261394,0.0011147116,0.00043631296,0.006759233
DOGULNO2,0.7242421,0.8278141,0.16678387,0.29207745,0.77258027
DOGULNR,0.99682295,0.9992322,0.99837804,0.9984841,0.9986304
DOHDUS,0.9987966,0.9995672,0.99936503,0.9995198,0.99943393
DOL11PMT,1.1095421e-05,5.4853954e-05,0.000104684936,5.3842406e-05,0.00017730721
DOL12PMT,1.1095421e-05,5.48539e-05,0.000104684936,5.3842406e-05,0.00017730721
DOLASNT,8.294766e-05,0.00015786168,0.00011923714,2.9837895e-05,8.991833e-05
DOLASNT11,8.294766e-05,0.00015786182,0.00011923714,2.9837895e-05,8.991825e-05
DOLASNT12,8.294766e-05,0.00015786182,0.00011923714,2.9837862e-05,8.991833e-05
DOLASNT_c,8.294766e-05,0.00015786182,0.00011923714,2.9837895e-05,8.991825e-05
